color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simply Irresistible,1999,PG-13,05 Feb 1999,96 min,"Comedy, Drama, Fantasy",Mark Tarlov,Judith Roberts,"Sarah Michelle Gellar, Sean Patrick Flanery, Patricia Clarkson","A department store executive (Flanery) tries to resist falling in love with a young woman (Gellar), who he believes has possessed magical powers after inheriting a restaurant.","English, French","Germany, United States",N/A,https://m.media-amazon.com/images/M/MV5BM2VlNTRiYzMtYmU3Yy00OTg5LTg5ZjYtOTNjZDFlZjU0MmVkXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.2,"14,373",tt0145893,movie,27 Aug 2002,"$4,398,989",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veronica Mars,2004–2019,TV-14,22 Sep 2004,2 min,"Crime, Drama, Mystery",N/A,Rob Thomas,"Kristen Bell, Jason Dohring, Enrico Colantoni","The murder of high-school student Lilly Kane shook the seaside town of Neptune, California to the core. For once popular girl Veronica Mars, it meant the loss of her best friend and being ousted from the affluent crowd that she once thought were her friends. Her father, Sheriff Keith Mars, found himself voted out of his job after making some unpopular accusations about the murdered girl's family. In response, Keith opened his own private detective agency. Now, Veronica, with her sardonic wit and a few new friends, works as his assistant while also navigating life as a high school (and later college) student.",English,United States,6 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BNWJjM2NhMTktZjJkOC00NDE2LWJjNzUtZmZkNDZkMGI4YzFmXkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"74,848",tt0412253,series,,,,,True,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hedwig and the Angry Inch,2001,R,31 Aug 2001,95 min,"Comedy, Drama, Music",John Cameron Mitchell,"John Cameron Mitchell, Stephen Trask","John Cameron Mitchell, Miriam Shor, Stephen Trask",A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,"English, German","United States, Canada",28 wins & 33 nominations,https://m.media-amazon.com/images/M/MV5BZGY5NWUyNDUtZWJhZi00ZjMxLWFmMjMtYmJhZjVkZGZhNWQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.7,"36,276",tt0248845,movie,11 Dec 2001,"$3,082,286",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only the Strong,1993,PG-13,27 Aug 1993,99 min,"Action, Drama",Sheldon Lettich,"Sheldon Lettich, Luis Esteban","Mark Dacascos, Stacey Travis, Geoffrey Lewis","Ex-Special Forces soldier Louis Stevens returns to Miami to find his former high school overrun by drugs and violence. A master of the Brazilian martial art, capoeira, Stevens pledges to straighten out a dozen of the school's worst students by teaching them this demanding and highly-disciplined fighting style. Slowly, his program begins to work, giving the students new hope and purpose. But the local drug lord, himself a martial arts expert, vows to stop Stevens' positive influence. Now Stevens must fight to save his own life, as well as the lives of his rebellious young students.","English, Portuguese","France, United States",N/A,https://m.media-amazon.com/images/M/MV5BNzljYzQyNTMtNTdmZC00ZTM2LWJjN2YtMDNiOGI4Nzg1NThkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}]",N/A,6.5,"6,472",tt0107750,movie,16 Dec 2003,"$3,283,371",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goddess of Love,2015,N/A,05 Oct 2017,93 min,"Drama, Horror, Mystery",Jon Knautz,"Alexis Kendra, Jon Knautz","Alexis Kendra, Woody Naismith, Elizabeth Sandy","Venus is a gorgeous exotic dancer--who, like a true Goddess of Love--leaves men powerless before her, and their wallets empty. However, when Venus falls for a handsome Australian photographer with the power to have her craving for a fresh start, minute and insignificant changes in his attitude will gradually give way to indifference, exhaustion--and, ultimately--stagnation in their relationship. In the end--betrayed, vulnerable, and torn from the ever-growing hallucinations--Venus will turn to the only person loyal to her: her true inner self; an obscure imitation of an outer shell that demands to be loved. Who shall stand in the way of a goddess?",English,"United States, Canada",1 win,https://m.media-amazon.com/images/M/MV5BODQxMDUyMDY3Nl5BMl5BanBnXkFtZTgwODMzNjIzNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,"1,460",tt3432552,movie,21 Mar 2017,N/A,N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shattered Glass,2003,PG-13,26 Nov 2003,94 min,"Drama, History",Billy Ray,"Buzz Bissinger, Billy Ray","Hayden Christensen, Chloë Sevigny, Steve Zahn","This film tells the true story of fraudulent Washington, D.C. journalist Stephen Glass (Christensen), who rose to meteoric heights as a young writer in his 20s, becoming a staff writer at ""The New Republic"" for three years (1995-1998), where 27 of his 41 published stories were either partially or completely made up. Looking for a short cut to fame, Glass concocted sources, quotes and even entire stories, but his deception did not go unnoticed forever, and eventually, his world came crumbling down...",English,"United States, Canada",11 wins & 28 nominations,https://m.media-amazon.com/images/M/MV5BMjExNDI2OTc2MF5BMl5BanBnXkFtZTYwOTA5MjM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.2,"36,227",tt0323944,movie,23 Mar 2004,"$2,220,008",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novocaine,2001,R,14 Dec 2001,95 min,"Comedy, Crime, Drama",David Atkins,"Paul Felopulos, David Atkins","Steve Martin, Helena Bonham Carter, Chelcie Ross","Dr. Frank Sangster is a straight-laced dentist who because of one innocent lie, finds his tidy, prosperous life transformed into a comic quagmire of illicit sex, illegal drugs and inexplicable murder in this brilliantly offbeat, bitingly comedic film!","English, French",United States,N/A,https://m.media-amazon.com/images/M/MV5BNTMzOTU3NjUtZjRlMi00ODgyLWJlOTktYzI5MmRjMjI4NTlmXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.8,"11,381",tt0234354,movie,23 Apr 2002,"$2,036,682",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Business of Strangers,2001,R,21 Dec 2001,84 min,"Drama, Thriller",Patrick Stettner,Patrick Stettner,"Stockard Channing, Julia Stiles, Frederick Weller",A dark thriller about a successful businesswoman and her young assistant who toy with a slow-witted businessman while stuck at an airport hotel.,English,United States,4 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BODc3ODcwMTc1MV5BMl5BanBnXkFtZTcwMDQ1OTEzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.3,"3,765",tt0270259,movie,19 Jan 2017,"$1,030,920",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Wild Bunch,1969,R,19 Jun 1969,135 min,"Action, Adventure, Western",Sam Peckinpah,"Walon Green, Sam Peckinpah, Roy N. Sickner","William Holden, Ernest Borgnine, Robert Ryan","It's 1913, and the ""traditional"" American West is dying. Amongst the inhabitants of this dying era are a gang known as ""the wild bunch."" After a failed railroad office robbery, the gang heads to Mexico to do one last job. Seeing their times and lives drifting away in the 20th century, the gang takes the job and ends up in a brutally violent last stand against their enemies deemed to be corrupt, in a small Mexican town ruled by a ruthless general.","English, Spanish, German",United States,Nominated for 2 Oscars. 6 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '98/100'}]",98,7.9,"86,656",tt0065214,movie,10 Jan 2006,"$638,641",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Wackness,2008,R,01 Aug 2008,99 min,"Comedy, Drama, Romance",Jonathan Levine,Jonathan Levine,"Josh Peck, Ben Kingsley, Olivia Thirlby","Friendship, love, and coming of age in New York City, summer of 1994. Luke Shapiro has just graduated from high school, sells marijuana, and trades pot for therapy from a psychologist, Dr. Jeffrey Squires. Luke is attracted to a classmate, Stephanie, who's out of his league and Squires' step-daughter. By July, he's hanging out with Stephanie, taking her on his rounds selling pot out of an ice-cream pushcart. Then things take a turn. In the background, Squires and his wife as well as Luke's parents are having their troubles.",English,"United Kingdom, United States",4 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BOTkwNDkzMDI1Ml5BMl5BanBnXkFtZTcwMTc1OTA3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.9,"30,945",tt1082886,movie,06 Jan 2009,"$2,077,116",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Great Train Robbery,1978,PG,02 Feb 1979,110 min,"Adventure, Crime, Drama",Michael Crichton,Michael Crichton,"Sean Connery, Donald Sutherland, Lesley-Anne Down","Sutherland and Connery wish to rob a moving train's safe in Victorian England. They need wax impressions of keys, coffins, dead cats, and a great deal of planning in order to pull it off.","English, French",United Kingdom,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BOWE4M2UwNWEtODFjOS00M2JiLTlhOGQtNTljZjI5ZTZlM2MzXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.9,"18,493",tt0079240,movie,30 Oct 2014,"$13,027,857",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morvern Callar,2002,R,01 Nov 2002,97 min,Drama,Lynne Ramsay,"Lynne Ramsay, Liana Dognini, Alan Warner","Samantha Morton, Kathleen McDermott, Linda McGuire","Following her boyfriend's suicide, supermarket clerk Morvern Callar passes off his unpublished novel as her own. With the money her boyfriend left for his funeral, she leaves Scotland for Ibiza where she travels with her closest friend. The journey prompts a series of internal and external transformations for Morvern - ones which bring to light her experiences of grief, memory, freedom, and desire.","English, Spanish","United Kingdom, Canada",10 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BMTBjZmUxOTctYTM0Ni00ZjI0LTk5MDEtZWE2YzdlYzA5MzBmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,6.7,"10,459",tt0300214,movie,01 Jan 2004,"$267,907",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beastmaster 2: Through the Portal of Time,1991,PG-13,30 Aug 1991,107 min,"Action, Adventure, Fantasy",Sylvio Tabet,"Andre Norton, Paul Pepperman, Don Coscarelli","Marc Singer, Kari Wuhrer, Sarah Douglas","Dar is a warrior who can talk to the beasts. He is forced to travel to Earth to stop his evil brother from stealing an atomic bomb and turning their native land from a desert into, well - a desert.",English,"United States, France",N/A,https://m.media-amazon.com/images/M/MV5BZmZlMDkxZTgtNTJiYS00NzBkLTllOTMtMjVkNzA5NTIxNTNkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,4.1,"3,426",tt0101412,movie,N/A,"$869,325",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The 5th Quarter,2010,PG-13,25 Mar 2011,101 min,"Biography, Drama, Sport",Rick Bieber,Rick Bieber,"Aidan Quinn, Andie MacDowell, Ryan Merriman","In February, 2006, young Luke Abbate accepted a ride home from a fellow student following his high-school team practice. In a severe case of irresponsible and reckless teen-age driving, and over the objections of Luke and the other young passengers, the driver lost control of the car at nearly 90 miles-per-hour, spinning off a narrow road and landing in an embankment some seventy feet below. Luke suffered irreparable brain damage, and died in the hospital two days later - just four days before his sixteenth birthday.",English,United States,5 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjE5NDUyNTQ0NF5BMl5BanBnXkFtZTcwMzQzMjM4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,5.6,"1,632",tt1130964,movie,30 Aug 2011,"$408,159",Rocky Mountain Pictures,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Flower of Evil,2003,R,19 Feb 2003,104 min,"Drama, Thriller",Claude Chabrol,"Caroline Eliacheff, Louise L. Lambrichs, Claude Chabrol","Nathalie Baye, Benoît Magimel, Suzanne Flon","Anne runs for re-election to the town council, shepherded by Matthieu, her fellow candidate and campaign manager. Her husband, Gérard, a businessman and philanderer, hates the campaign and feels vindication when a nasty leaflet circulates about their family history. His son, François, just back from the U.S., is in love with his step-sister Michèle, and she with him, although something is amiss besides their being cousins. Watching it all is their elderly Aunt Line, who has her own haunting memories. A death in World War II and a death on election night collapse time in the perpetual present and bring unexpected expiation. There's a lot to celebrate.",French,France,2 nominations,https://m.media-amazon.com/images/M/MV5BODA1ODJmY2ItOWNiMC00MjA0LWE4NTYtMWU3NGQzNTlmMDQ2XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.4,"3,429",tt0322289,movie,19 Oct 2004,"$182,163",Palm Pictures,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Greatest,2009,R,05 Nov 2009,99 min,"Drama, Romance",Shana Feste,Shana Feste,"Carey Mulligan, Aaron Taylor-Johnson, Pierce Brosnan","Teenagers Rose and Bennett were in love, and then a car crash claimed Bennett's life. He left behind a grieving mother, father, and younger brother, and Rose was left all alone. She has no family to turn to for support, so when she finds out she's pregnant, she winds up at the Brewers' door. She needs their help, and although they can't quite admit it, they each need her so they can begin to heal.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMTgxNjE2OTQ0N15BMl5BanBnXkFtZTcwMDk5NjgyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.6,"9,193",tt1226232,movie,05 Oct 2010,"$114,766",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snow Flower and the Secret Fan,2011,PG-13,24 Jun 2011,120 min,"Drama, History",Wayne Wang,"Angela Workman, Ron Bass, Michael Ray","Bingbing Li, Jun Ji-hyun, Vivian Wu","In 19th-century China, seven year old girls Snow Flower and Lily are matched as laotong - or ""old sames"" - bound together for eternity. Isolated by their families, they furtively communicate by taking turns writing in a secret language, nu shu, between the folds of a white silk fan. In a parallel story in present day Shanghai, the laotong's descendants, Nina and Sophia, struggle to maintain the intimacy of their own childhood friendship in the face of demanding careers, complicated love lives, and a relentlessly evolving Shanghai. Drawing on the lessons of the past, the two modern women must understand the story of their ancestral connection, hidden from them in the folds of the antique white silk fan, or risk losing one another forever.","English, Mandarin","China, United States",2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTU2NzEzNTYzNl5BMl5BanBnXkFtZTcwOTU4MTA3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.1,"3,862",tt1541995,movie,01 Nov 2011,"$1,348,205",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Come Early Morning,2006,R,31 Aug 2007,97 min,"Drama, Romance",Joey Lauren Adams,Joey Lauren Adams,"Ashley Judd, Jeffrey Donovan, Tim Blake Nelson","The sins of the fathers. In a town near Little Rock, Lucy Fowler works hard for a construction firm; on weekends she drinks, goes home with someone, and come early morning, wakes and leaves as fast as she can. She cares a lot about her father, newly back in town, a painfully shy man who has nothing to say to her. She does go to a Holy Roller church with him about the same time that she starts, fitfully, a relationship with Cal Percell, new in town and a good guy. She kisses him sober, but still has demons to confront. What's the source of her careless ways; can she turn coal into a diamond?",English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjEzMDc0NjI5Nl5BMl5BanBnXkFtZTcwOTExMjA0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.2,"2,732",tt0457308,movie,20 Mar 2007,"$119,452",IDP Distribution,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucky Break,2001,PG-13,19 Apr 2002,108 min,"Comedy, Crime, Romance",Peter Cattaneo,"Ronan Bennett, Stephen Fry","Ron Cook, Frank Harper, James Nesbitt","Half-way through his 12-year prison sentence for an incompetent armed robbery, Jimmy Hands gets a lucky break: he's transferred to a prison from which he can probably escape. He convinces the governor to stage a musical in an old chapel next to the prison's outer wall. He rounds up volunteer actors and puts his escape plan into production. Two other barriers, besides the wall, confront him: the arrival of a nasty inmate, John Toombes, who insists on joining the escape, and Jimmy's feelings of attraction for Anabel, a social worker who agrees to appear in the play. Opening night approaches: is this Jimmy's breakout performance?",English,"United Kingdom, Germany, United States",4 nominations,https://m.media-amazon.com/images/M/MV5BMGRiMzFjNjctYzkzMC00ZmNjLTk4MDktZDI4ODk1YTk3ODg5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.2,"2,243",tt0246134,movie,22 Oct 2002,"$54,606",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julia,1977,PG,08 Jan 1978,117 min,Drama,Fred Zinnemann,"Lillian Hellman, Alvin Sargent","Jane Fonda, Vanessa Redgrave, Jason Robards","This Oscar-winning drama, based on the writing of Lillian Hellman, depicts the relationship between two friends and its unexpected consequences. After Lillian, a renowned playwright, reunites in Russia with her childhood playmate Julia, the writer is recruited to smuggle funds into Germany to aid the anti-Nazi movement. Waiting in the wings is Lillian's lover and mentor, Dashiell Hammett, who is unaware of her dangerous assignment.","English, French, German, Russian",United States,Won 3 Oscars. 21 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BNTI2YjQ3MWYtODczNy00M2VmLWI2ODYtYmVlMzc1MTQ3MzM1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.1,"9,971",tt0076245,movie,07 Feb 2006,"$20,714,400",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surfer, Dude",2008,R,05 Sep 2008,85 min,Comedy,S.R. Bindler,"S.R. Bindler, Mark Gustawes, George R. Mays","Matthew McConaughey, Woody Harrelson, Willie Nelson","Steve Addington is the world's preeminent surfer - cool, laid back, stoned, shirtless and barefoot, living off endorsements for surfboards and trunks, paid in cash. In Malibu his endorsement contract has been bought by Eddie Zarno, a surfer turned businessman who wants Steve to record his moves for an electronic virtual reality game. Steve just wants to surf. While Zarno tries to change Steve's mind, the Pacific goes calm - there are no waves for days on end. Steve's attracted to Danni, recently fired by Zarno, but the lack of surfing drains him. Plus, he's low on dough. Will he sign with Zarno, get paid, and lose his self-respect?",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ1MzU1OTQ4NV5BMl5BanBnXkFtZTcwODY1NzM5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",16,4.6,"8,926",tt0976247,movie,30 Dec 2008,"$52,132",Anchor Bay,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake of Fire,2006,Unrated,03 Oct 2007,152 min,Documentary,Tony Kaye,Tony Kaye,"Noam Chomsky, Bill Baird, Flip Benham",A graphic documentary on both sides of the abortion debate.,English,United States,14 nominations,https://m.media-amazon.com/images/M/MV5BMTc4NTQxMTEzNF5BMl5BanBnXkFtZTcwMTQ4NTI1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,8.2,"2,650",tt0841119,movie,11 Mar 2008,"$25,317",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:14,2003,R,20 Aug 2004,86 min,"Comedy, Crime, Drama",Greg Marcks,Greg Marcks,"Henry Thomas, Colin Hanks, Ben Foster","A few incidents that happen at 11:14 p.m. in the town of Middleton are seen from five different perspectives, each of the players who generally works toward self interest, not caring about the consequence to other people, and in the process exacerbating the situations by his or her actions. Jack, in town to meet someone, is a chronic drinker and driver, he still doing so despite having his license temporarily suspended. Teens Mark, Eddie, and Tim are out for a joyride in Mark's van, they generally causing havoc all in the name of having fun, that is until something goes wrong. Frank, out for a walk with his dog, stumbles across something which makes him jump to a conclusion about his daughter, to whom he is both overprotective and overly trusting. Duffy, who works as a clerk at Lloyd's EZZZ Stop convenience store, goes to the store just as it is closing to ask his friend, the clerk on duty, Buzzy, for a favor, which may be difficult for her to grant based on her own needs, and Cheri is trying to get a few hundred dollars for an abortion from the purported ""fathers"", while in reality, she has another plan in mind. All their actions make for a busy night for the first responders on-duty, including Officer Hannagan, and paramedics Leon and Kevin.",English,"United States, Canada",1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BODVmZGQxYjgtOGRhMi00NTg4LTk4NzMtNzU1NjE2NzU1MmZjXkEyXkFqcGdeQXVyMjc5MjU2MDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.1,"48,613",tt0331811,movie,11 Oct 2005,N/A,N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Men of War,1994,R,12 May 1995,102 min,"Action, Drama, Thriller",Perry Lang,"Stan Rogow, John Sayles, Ethan Reiff","Dolph Lundgren, Charlotte Lewis, BD Wong","Nick Gunar (Dolph Lundgren) is a burnt-out, jaded and hard-up former mercenary who is having a difficult time adjusting to civilian life. At the end of his rope, he is hired by the Nitro Mine Corporation to strong-arm the natives of a South China Sea island into giving up their rights to its valuable mineral resources. Nick loathes the thought of another mission, but this seemingly easy job will earn him enough money to get back with his estranged family. He recruits some of his former mercenary buddies to help him with the job. The island people refuse to give up their land and Nick decides to help them fight the greedy corporation that hired him. The island and its people bring Nick back to life. He finally finds something worth fighting for and a place to call home. As greed and treachery begin to unravel, Nick's band of mercenaries choose sides. Some are with him and others, still working for the corporation, will stop at nothing to destroy him.","English, Thai, Spanish","United States, Spain",N/A,https://m.media-amazon.com/images/M/MV5BZjkzOWM3YjItMzJmYS00NzBkLTk3NDEtNWE4MjM3NTcyY2YwXkEyXkFqcGdeQXVyMDI4NjM1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"4,348",tt0110490,movie,14 Nov 2000,N/A,N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don McKay,2009,R,24 Apr 2009,87 min,"Drama, Mystery, Thriller",Jake Goldberger,Jake Goldberger,"Thomas Haden Church, Elisabeth Shue, Melissa Leo","Don McKay is living a very lowly life as a janitor. Then he receives a letter from his high school girlfriend, Sonny, who announces that she is dying and that she needs him to come back home. But when Don arrives back in his hometown, he finds Sonny's doctor has a crush on her and has no intention of letting Don back into her life, and the rest of the town remembers the tragedy that drove Don away in the first place and they have no intention of letting Don come back, at least not without paying some dues.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTY4OTYyNDY3Nl5BMl5BanBnXkFtZTcwNTUzNjIyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,5.8,"2,427",tt1281374,movie,29 Jun 2010,"$13,722",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deadfall,2012,R,09 Nov 2012,95 min,"Crime, Drama, Thriller",Stefan Ruzowitzky,Zach Dean,"Eric Bana, Olivia Wilde, Charlie Hunnam","After a heist of a casino, the criminal Addison and his sister Liza are on the run to Canada. Addison tells his sister to get a ride to the border while he will cross the woods. Meanwhile, the former boxer Jay, released from prison on probation, calls his mother June who invites her son for Thanksgiving dinner. While driving on the road, he sees Liza and gives her a ride. But Sheriff Marshall T. Becker is hunting Addison with his men but excludes his daughter, Deputy Hanna, from the hunting party. An unlikely gathering of characters for a Thanksgiving celebration.",English,"France, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTM3ODIwODYxOF5BMl5BanBnXkFtZTcwNTU5MjcxOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.2,"39,957",tt1667310,movie,05 Feb 2013,"$66,351",N/A,N/A,True,
