color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naked Gun 33 1/3: The Final Insult,1994,PG-13,18 Mar 1994,83 min,"Comedy, Crime",Peter Segal,"Pat Proft, David Zucker, Robert LoCash","Leslie Nielsen, Priscilla Presley, George Kennedy","Tasting the fruit of his labor with his wife Jane Spencer (Priscilla Presley), the maladroit and now retired Police Squad Lieutenant, Frank Drebin (Leslie Nielsen), secretly dreams of getting back in action. Before long, his old partners, Ed Hocken (George Kennedy) and Nordberg (O.J. Simpson), will have to enlist the help of their loose-cannon friend, when Rocco (Fred Ward), the deranged terrorist, intends on blowing the annual Academy Awards ceremony to smithereens. Once more, Drebin goes undercover, interrogating dangerous blonde bombshells, and putting his precious, but fragile marriage in jeopardy. Are this year's Oscars doomed to disaster?",English,United States,3 wins,https://m.media-amazon.com/images/M/MV5BZWYzZjVlMmUtZjNiZS00NWQ1LWIwMDAtZGMzYWNkOWU4NjUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.5,"106,659",tt0110622,movie,20 Mar 2012,"$51,132,598",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,A View to a Kill,1985,PG,24 May 1985,131 min,"Action, Adventure, Thriller",John Glen,"Richard Maibaum, Michael G. Wilson, Ian Fleming","Roger Moore, Christopher Walken, Tanya Roberts","James Bond has one more mission. Bond returns from his travels in the U.S.S.R. with a computer chip. This chip is capable of withstanding a nuclear electromagnetic pulse that would otherwise destroy a normal chip. The chip was created by Zorin Industries, and Bond heads off to investigate its owner, Max Zorin. Zorin may only seem like an innocent man, but is really planning to set off an earthquake in San Andreas, which will wipe out all of Silicon Valley. As well as Zorin, Bond must also tackle May Day and equally menacing companion of Zorin, while dragging Stacy Sutton along for the ride.","English, French","United Kingdom, United States",2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BZmFlNmNjMzYtNWUwNS00MzRmLWJhZDktNWE3MGY3ZjdkOTI2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.3,"100,159",tt0090264,movie,04 Sep 2007,"$50,327,960",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Curse of the Were-Rabbit,2005,G,07 Oct 2005,85 min,"Animation, Adventure, Comedy","Steve Box, Nick Park","Steve Box, Nick Park, Mark Burton","Peter Sallis, Helena Bonham Carter, Ralph Fiennes","It's 'vege-mania' in Wallace and Gromit's neighborhood, and our two enterprising chums are cashing in with their humane pest-control outfit, ""Anti-Pesto."" With only days to go before the annual Giant Vegetable Competition, business is booming, but Wallace &amp; Gromit are finding out that running a ""humane"" pest control outfit has its drawbacks as their West Wallaby Street home fills to the brim with captive rabbits. Suddenly, a huge, mysterious, veg-ravaging ""beast"" begins attacking the town's sacred vegetable plots at night, and the competition hostess, Lady Tottington, commissions Anti-Pesto to catch it and save the day. Lying in wait, however, is Lady Tottington's snobby suitor, Victor Quartermaine, who'd rather shoot the beast and secure the position of local hero-not to mention Lady Tottingon's hand in marriage. With the fate of the competition in the balance, Lady Tottington is eventually forced to allow Victor to hunt down the vegetable chomping marauder. Little does she know that Victor's real intent could have dire consequences for her ...and our two heroes.",English,"United Kingdom, United States",Won 1 Oscar. 41 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BZmExY2Y3NGQtMzg5ZC00MGY1LTk3ZjktNWYyYzYwMTA1MTUwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.5,"138,875",tt0312004,movie,N/A,"$56,110,897",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.S. I Love You,2007,PG-13,21 Dec 2007,126 min,"Comedy, Drama, Romance",Richard LaGravenese,"Richard LaGravenese, Steven Rogers, Cecelia Ahern","Hilary Swank, Gerard Butler, Harry Connick Jr.","Holly Kennedy is beautiful, smart and married to the love of her life - a passionate, funny, and impetuous Irishman named Gerry. So when Gerry's life is taken by an illness, it takes the life out of Holly. The only one who can help her is the person who is no longer there. Nobody knows Holly better than Gerry. So it's a good thing he planned ahead. Before he died, Gerry wrote Holly a series of letters that will guide her, not only through her grief, but in rediscovering herself. The first message arrives on Holly's 30th birthday in the form of a cake, and to her utter shock, a tape recording from Gerry, who proceeds to tell her to get out and ""celebrate herself"". In the weeks and months that follow, more letters from Gerry are delivered in surprising ways, each sending her on a new adventure and each signing off in the same way; P.S. I Love You. Holly's mother and best friends begin to worry that Gerry's letters are keeping Holly tied to the past, but in fact, each letter is pushing her further into a new future. With Gerry's words as her guide, Holly embarks on a journey of rediscovery in a story about marriage, friendship and how a love so strong can turn the finality of death into a new beginning for life.",English,United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BNTg2MDg4MjI5NV5BMl5BanBnXkFtZTcwMzQ0MDczMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,7.0,"213,297",tt0431308,movie,05 Feb 2008,"$53,706,790",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Racing Stripes,2005,PG,14 Jan 2005,102 min,"Adventure, Comedy, Drama",Frederik Du Chau,"David Schmidt, Steven P. Wegner, Kirk DeMicco","Frankie Muniz, David Spade, Snoop Dogg","A young zebra is accidentally abandoned by the circus, but is found by a man and his daughter. On their farm, they are joined by an eclectic group of animals who eventually conspire to help the zebra cheat in order to win the Kentucky Open horse race.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMjE0NDA2MTQwM15BMl5BanBnXkFtZTcwMzYxNDcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.2,"17,606",tt0376105,movie,08 Jan 2008,"$49,772,522",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atonement,2007,R,11 Jan 2008,123 min,"Drama, Mystery, Romance",Joe Wright,"Ian McEwan, Christopher Hampton","Keira Knightley, James McAvoy, Brenda Blethyn","When Briony Tallis (Saoirse Ronan), thirteen-years-old and an aspiring writer, sees her older sister Cecilia (Keira Knightley) and Robbie Turner (James McAvoy) at the fountain in front of the family estate, she misinterprets what is happening, thus setting into motion a series of misunderstandings and a childish pique that will have lasting repercussions for all of them. Robbie is the son of a family servant toward whom the family has always been kind. They paid for his time at Cambridge and now he plans on going to medical school. After the fountain incident, Briony reads a letter intended for Cecilia and concludes that Robbie is a deviant. When her cousin Lola (Juno Temple) is raped, she tells the Police that it was Robbie she saw committing the deed.","English, French","United Kingdom, France, United States",Won 1 Oscar. 51 wins & 149 nominations total,https://m.media-amazon.com/images/M/MV5BMGRiYjE0YzItMzk3Zi00ZmYwLWJjNDktYTAwYjIwMjIxYzM3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.8,"284,162",tt0783233,movie,18 Mar 2008,"$50,927,067",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letters to Juliet,2010,PG,14 May 2010,105 min,"Adventure, Comedy, Drama",Gary Winick,"Jose Rivera, Tim Sullivan","Amanda Seyfried, Gael García Bernal, Vanessa Redgrave","An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.","English, Italian, Spanish",United States,6 nominations,https://m.media-amazon.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.5,"102,605",tt0892318,movie,14 Sep 2010,"$53,032,453",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black Rain,1989,R,22 Sep 1989,125 min,"Action, Crime, Drama",Ridley Scott,"Craig Bolotin, Warren Lewis","Michael Douglas, Andy Garcia, Ken Takakura","Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. In Japan, however, he manages to escape. As they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game the Japanese way.","English, Japanese",United States,Nominated for 2 Oscars. 1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMjk1N2ZjOWYtN2FiMi00YzE4LTg1ZTctOGVmMjBlNzllNmUzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.6,"56,612",tt0096933,movie,16 Feb 1999,"$46,212,055",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Three Stooges,2012,PG,13 Apr 2012,92 min,"Comedy, Family","Bobby Farrelly, Peter Farrelly","Mike Cerrone, Bobby Farrelly, Peter Farrelly","Sean Hayes, Chris Diamantopoulos, Will Sasso","Left on the doorstep of an orphanage run by nuns at birth, three friends Moe, Larry and Curly spend their time eye poking and slapping each other all the day long. But when their orphanage suddenly goes bankrupt, the three Stooges set out to save it by journeying into the world to find a way to raise the money required. But their quest brings them into being used in a murder scheme and landing them into a popular reality show.",English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BMDRiNTAwNmYtZWY0Ni00MzI4LTg5OTYtZDdjYjNlM2E2ZmRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,5.1,"32,160",tt0383010,movie,14 Aug 2012,"$44,338,224",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corpse Bride,2005,PG,23 Sep 2005,77 min,"Animation, Drama, Family","Tim Burton, Mike Johnson","Tim Burton, Carlos Grangel, John August","Johnny Depp, Helena Bonham Carter, Emily Watson","Set back in the late 1800s in a Victorian village, a man and woman by the names of Victor Van Dort and Victoria Everglot are betrothed because the Everglots need the money or else they'll be living on the streets and the Van Dorts want to be high in society. But when things go wrong at the wedding rehearsal, Victor goes into the woods to practice his vows. Just as soon as he gets them right, he finds himself married to Emily, the corpse bride. While Victoria waits on the other side, there's a rich newcomer that may take Victor's place. So two brides, one groom, who will Victor pick?",English,"United States, United Kingdom",Nominated for 1 Oscar. 9 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BMTk1MTY1NjU4MF5BMl5BanBnXkFtZTcwNjIzMTEzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.3,"281,465",tt0121164,movie,31 Jan 2006,"$53,401,527",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glory Road,2006,PG,13 Jan 2006,118 min,"Biography, Drama, Sport",James Gartner,"Christopher Cleveland, Bettina Gilois","Josh Lucas, Derek Luke, Austin Nichols","In 1965, the coach of the high school girl basketball team Don Haskins is invited by the Texas Western Miners to be their coach. Despite the lack of budget, Haskins sees the chance to dispute the NCAA and moves with his wife and children to the college dormitory. He recruits seven talented and rejected black players to play with five Caucasian players and formed a legendary team that won the 1966 national championship against the powerful Kentucky.",English,United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjA2MDY4OTE1N15BMl5BanBnXkFtZTcwOTI5OTMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.2,"47,087",tt0385726,movie,N/A,"$42,647,449",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sicario,2015,R,02 Oct 2015,121 min,"Action, Crime, Drama",Denis Villeneuve,Taylor Sheridan,"Emily Blunt, Josh Brolin, Benicio Del Toro","Kate Macer leads a Phoenix based kidnap response unit for the FBI. Following Kate's team leading a raid on a known drug den in nearby Chandler, Kate is recruited to work on a special ops team led by Matt Graver of the CIA, he who is on special assignment for the Department of Defense. They recruited her because they wanted someone with tactical procedures knowledge. Outwardly, the team's mission, which works behind a Delta Force team as its primary gun power as required, is to decapitate a Mexican drug cartel by capturing or dismembering the workings of the main players, cartel head Manuel Díaz, his second in command Guillermo Díaz (Manuel's brother), and drug lord Fausto Alarcón. Kate agrees to the assignment as she feels the work of this team would be more effective in stopping the drug trade in the US than the piecemeal work of her current kidnap response unit. The third on the team is a mysterious Hispanic or Latino man Kate only knows as Alejandro, and who she does not fully trust as she can tell that he is suffering from a very traumatic past. When Kate and the team arrive in El Paso for their first mission, Kate learns that the team's workings are not all they appear on the surface - many of the proceedings which would not be considered above board or legal - despite the end goal being as she knows it to be. Still largely in the dark and only given information on a need to know basis, Kate decides to stick it out with the team if only to discover all that she is not told while still believing in the end goal. She may have changing or at least mixed emotions as she learns more and more about what is going on, including the specific reason why she was recruited.","English, Spanish, Ukrainian","United States, Mexico, Hong Kong",Nominated for 3 Oscars. 15 wins & 158 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5NjM3NTk1M15BMl5BanBnXkFtZTgwMzg1MzU2NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.6,"441,116",tt3397884,movie,05 Jan 2016,"$46,889,293",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southpaw,2015,R,24 Jul 2015,124 min,"Action, Crime, Drama",Antoine Fuqua,Kurt Sutter,"Jake Gyllenhaal, Rachel McAdams, Oona Laurence","Billy Hope (played by Jake Gyllenhaal) is the undisputed light-heavyweight boxing champion of the world. He is unbeaten over a career of 43 fights. He is happily married to beautiful Maureen (Rachel McAdams) and has a young daughter, Leila (Oona Laurence). His life seems perfect, but then, during a fracas with a rival boxer, his wife is shot and killed. They had known each other since they were 12 years old, and now the bottom has fallen out of his world. The death of his wife sends Billy into a downward spiral, resulting in him being barred from professional boxing for a year, the loss of his house and almost all his possessions and, most painfully, the loss of his daughter to the custody of Social Services. In order to gain back his daughter and restart his life, he seeks out a particular trainer, Tick Wills (Forest Whitaker). Now he is starting his life again, at the bottom.",English,"Hong Kong, United States",11 nominations,https://m.media-amazon.com/images/M/MV5BMjI1MTcwODk0MV5BMl5BanBnXkFtZTgwMTgwMDM5NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.3,"243,251",tt1798684,movie,27 Oct 2015,"$52,421,953",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drag Me to Hell,2009,PG-13,29 May 2009,99 min,Horror,Sam Raimi,"Sam Raimi, Ivan Raimi","Alison Lohman, Justin Long, Ruth Livier","Christine Brown is a loan officer at a bank but is worried about her lot in life. She's in competition with a competent colleague for an assistant manager position and isn't too sure about her status with a boyfriend. Worried that her boss will think less of her if she shows weakness, she refuses a time extension on a loan to an old woman, Mrs. Ganush, who now faces foreclosure and the loss of her house. In retaliation, the old woman place a curse on her which, she subsequently learns, will result in her being taken to hell in a few days time. With the help of a psychic, she tries to rid herself of the demon, but faces several hurdles in the attempt.","English, Spanish, Hungarian, Czech",United States,7 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BMTQwNTMyNjc5Ml5BMl5BanBnXkFtZTcwOTI2MTQ0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,6.6,"207,646",tt1127180,movie,07 Sep 2010,"$42,100,625",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Age of Adaline,2015,PG-13,24 Apr 2015,112 min,"Drama, Fantasy, Romance",Lee Toland Krieger,"J. Mills Goodloe, Salvador Paskowitz","Blake Lively, Michiel Huisman, Harrison Ford","After miraculously remaining 29 years old for almost eight decades, Adaline Bowman has lived a solitary existence, never allowing herself to get close to anyone who might reveal her secret. But a chance encounter with charismatic philanthropist Ellis Jones reignites her passion for life and romance. When a weekend with his parents threatens to uncover the truth, Adaline makes a decision that will change her life forever.","English, Portuguese, Italian","United States, Canada",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.2,"187,573",tt1655441,movie,08 Sep 2015,"$42,629,776",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondhand Lions,2003,PG,19 Sep 2003,109 min,"Comedy, Drama, Family",Tim McCanlies,Tim McCanlies,"Haley Joel Osment, Michael Caine, Robert Duvall","A boy named Walter is dropped by his mother Mae at his great-uncles' house. Later, Walter will find out his great-uncles' big secret, and rumors say that Hub and Garth, Walter's great-uncles, have stolen a lot of gold and money. (some say they stole it from Al Capone) Did they really steal that money or not?",English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMDExNDM3OGQtYjI3ZC00MmE0LWE0OGEtMzgxZDY2MDE1MDFjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.5,"58,886",tt0327137,movie,03 Feb 2004,"$42,070,939",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Step Up 3D,2010,PG-13,06 Aug 2010,107 min,"Drama, Music, Romance",Jon M. Chu,"Amy Andelson, Emily Meyer, Duane Adler","Sharni Vinson, Rick Malambri, Adam Sevani","A tight-knit group of New York City street dancers, including Luke (Malambri) and Natalie (Vinson), team up with NYU freshman Moose (Sevani), and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTcxNDU2NTE4Nl5BMl5BanBnXkFtZTcwNzQ1MTEzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.1,"58,955",tt1193631,movie,21 Dec 2010,"$42,400,223",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Crush,2002,PG-13,16 Aug 2002,104 min,"Drama, Romance, Sport",John Stockwell,"Susan Orlean, Lizzy Weiss, John Stockwell","Kate Bosworth, Michelle Rodriguez, Matthew Davis","Nothing gets between Anne Marie and her board. Living in a beach shack with three roommates including her rebellious younger sister, she is up before dawn every morning to conquer the waves and count the days until the Pipe Masters surf competition. Having transplanted herself to Hawaii with no one's blessing but her own, Anne Marie finds all she needs in the adrenaline-charged surf scene ... until pro quarterback Matt Tollman comes along. Like it or not, Anne Marie starts losing her balance - and finding it - as she falls for Matt.",English,"United States, Germany",1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BYzYwZDQwNmEtMDIyNy00NjkzLWJjYTctNTYwNjI2MTBhMzEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,5.7,"31,960",tt0300532,movie,28 Jan 2014,"$40,390,647",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stranger Than Fiction,2006,PG-13,10 Nov 2006,113 min,"Comedy, Drama, Fantasy",Marc Forster,Zach Helm,"Will Ferrell, Emma Thompson, Dustin Hoffman","Everybody knows that your life is a story. But what if a story was your life? Harold Crick (Will Ferrell) is your average I.R.S. Agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside of his head narrating his life. The narrator it is extraordinarily accurate, and Harold recognizes the voice as an esteemed author he saw on television. But when the narration reveals that he is going to die, Harold must find the author of the story, and ultimately his life, to convince her to change the ending of the story before it is too late.",English,"United States, United Kingdom",3 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMmE2ZjYwNGYtYWMyMS00M2I0LWI4NDEtMzc1MTllMjk0ZmFmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.6,"231,634",tt0420223,movie,27 Feb 2007,"$40,660,952",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 Days of Night,2007,R,19 Oct 2007,113 min,"Action, Adventure, Horror",David Slade,"Steve Niles, Stuart Beattie, Brian Nelson","Josh Hartnett, Melissa George, Danny Huston","This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",English,"United States, New Zealand",14 nominations,https://m.media-amazon.com/images/M/MV5BZmE2ODFlZjctOWZlZi00MGVkLTk5NDctYWZmMWQyOTczNjYzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.6,"180,633",tt0389722,movie,26 Feb 2008,"$39,569,000",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Cabin in the Woods,2011,R,13 Apr 2012,95 min,"Horror, Mystery, Thriller",Drew Goddard,"Joss Whedon, Drew Goddard","Kristen Connolly, Chris Hemsworth, Anna Hutchison","Five teenagers head off for a weekend at a secluded cabin in the woods. They arrive to find they are quite isolated with no means of communicating with the outside world. When the cellar door flings itself open, they of course go down to investigate. They find an odd assortment of relics and curios, but when one of the women, Dana, reads from a book, she awakens a family of deadly zombie killers. However, there's far more going on than meets the eye.","English, Japanese",United States,20 wins & 34 nominations,https://m.media-amazon.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.0,"426,439",tt1259521,movie,18 Sep 2012,"$42,073,277",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meet the Spartans,2008,PG-13,25 Jan 2008,87 min,"Comedy, Fantasy","Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Sean Maguire, Kevin Sorbo, Carmen Electra","The heroic Spartan king Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag bunch of 13 Spartan misfit warriors to defend their homeland against thousands of invading Persians whom include the Ghost Rider, Rocky Balboa, the Autobots, and an ugly hunchbacked Paris Hilton and a shaved-head Brittany Spears.",English,United States,6 nominations,https://m.media-amazon.com/images/M/MV5BMjAxMDE3NDQwMF5BMl5BanBnXkFtZTcwMjA0MzU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '2%'}, {'Source': 'Metacritic', 'Value': '9/100'}]",9,2.8,"109,311",tt1073498,movie,N/A,"$38,233,676",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Midnight Run,1988,R,20 Jul 1988,126 min,"Action, Comedy, Crime",Martin Brest,George Gallo,"Robert De Niro, Charles Grodin, Yaphet Kotto","Bounty hunter Jack Walsh (Robert De Niro) is sent to find and return bail jumper and former Mafia accountant, Jonathan ""The Duke"" Mardukas (Charles Grodin). The FBI has had no success in locating The Duke, so when Jack finds him in next to no time, they are a little embarrassed. In order to collect his $100,000 fee, Jack must take The Duke from New York to Los Angeles. However, the Mafia and the FBI have other ideas, as does Marvin Dorfler (John Ashton), a rival bounty hunter. On their long cross-country trip to LA, the two get to know each other and they build up a strange friendship.",English,United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BZGIwM2JhNmQtYzQ5ZC00NzdkLTgwZjItMDRiN2QxM2ViMzk0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.5,"88,449",tt0095631,movie,27 Jan 2009,"$38,413,606",N/A,N/A,True,
